Années;Type de collectivité;Pourcentage;Indicateurs;Indicateurs de leffort budgétaire des conseils régionaux;Régions;Codes régions;Pays;Objectifs sur budget ventilé;Valeur
2014;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;113.27
2014;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Budget non ventilé (%);0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Pays de la Loire;R52;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Projets de la recherche publique (%);30.19
2014;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Equipement de laboratoires;0.0
2014;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Opérations immobilières;0.0
2014;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Réseaux haut débit (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Budget non ventilé;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Mayotte;R06;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Mayotte;R06;;Tous objectifs;0.0
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2014;Conseils départementaux;0;Budget R&T;;Mayotte;R06;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Polynésie française;A41;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Culture et information scientifique (%);2.15
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Projets de la recherche publique;3.45
2014;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Aides aux chercheurs (%);5.3
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Aides aux chercheurs;0.26
2014;Conseils départementaux;0;Budget R&T;;Polynésie française;A41;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Guyane;R03;;Tous objectifs;3.63
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Guyane;R03;;Tous objectifs;0.11
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;3.0
2014;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Transferts de technologie;2.72
2014;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Equipement de laboratoires;0.0
2014;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Aides aux chercheurs (%);13.44
2014;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Réseaux haut débit (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Budget non ventilé;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guyane;R03;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Calédonie;A40;;Equipement de laboratoires (%);1.05
2014;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;2.99
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;12.19
2014;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Pays de la Loire;R52;;Tous objectifs;22.84
2014;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Equipement de laboratoires (%);9.87
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Pays de la Loire;R52;;Tous objectifs;5.34
2014;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Réseaux haut débit (%);0.01
2014;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Réseaux haut débit;0.02
2014;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Aides aux chercheurs;6.02
2014;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Equipement de laboratoires (%);4.95
2014;Communes et EPCI;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;18.24
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Occitanie;R76;;Tous objectifs;3.4
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Occitanie;R76;;Tous objectifs;13.46
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Occitanie;R76;;Tous objectifs;2.13
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Occitanie;R76;;Tous objectifs;0.48
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Occitanie;R76;;Tous objectifs;1.04
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;14.47
2014;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;61.59
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;9.05
2014;Collectivités territoriales;1;Budget R&T;;Occitanie;R76;;Culture et information scientifique (%);8.77
2014;Communes et EPCI;0;Budget R&T;;Occitanie;R76;;Tous objectifs;18.79
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;12.18
2014;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;22.13
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;19.48
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;47.85
2014;Collectivités territoriales;1;Budget R&T;;Guadeloupe;R01;;Equipement de laboratoires (%);3.21
2014;Collectivités territoriales;1;Budget R&T;;Guadeloupe;R01;;Aides aux chercheurs (%);76.33
2014;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Equipement de laboratoires;0.04
2014;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Transferts de technologie;0.16
2014;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Opérations immobilières;0.0
2014;Collectivités territoriales;1;Budget R&T;;Guadeloupe;R01;;Réseaux haut débit (%);0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Martinique;R02;;Tous objectifs;7.26
2014;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;90.42
2014;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Opérations immobilières (%);13.17
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Opérations immobilières;0.66
2014;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Transferts de technologie (%);50.44
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;La Réunion;R04;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;La Réunion;R04;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Nouvelle-Aquitaine;R75;;Tous objectifs;15.92
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Aquitaine;R75;;Tous objectifs;4.61
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Aquitaine;R75;;Tous objectifs;0.18
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Aquitaine;R75;;Tous objectifs;4.09
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;0.12
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;1.99
2014;Collectivités territoriales;1;Budget R&T;;Occitanie;R76;;Opérations immobilières (%);43.5
2014;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Equipement de laboratoires;0.74
2014;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Transferts de technologie;29.96
2014;Collectivités territoriales;1;Budget R&T;;Occitanie;R76;;Réseaux haut débit (%);2.6
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Nouvelle-Aquitaine;R75;;Tous objectifs;11.23
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Île-de-France;R11;;Tous objectifs;31.29
2014;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Île-de-France;R11;;Tous objectifs;5.11
2014;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;28.18
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;24.76
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Aquitaine;R75;;Culture et information scientifique (%);4.9
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Île-de-France;R11;;Tous objectifs;22.67
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Île-de-France;R11;;Tous objectifs;1.48
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;13.86
2014;Collectivités territoriales;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Opérations immobilières;37.27
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Guadeloupe;R01;;Tous objectifs;0.12
2014;Collectivités territoriales;1;Budget R&T;;Guadeloupe;R01;;Culture et information scientifique (%);2.48
2014;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Culture et information scientifique (%);2.4
2014;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Culture et information scientifique;0.02
2014;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Projets de la recherche publique;0.32
2014;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Aides aux chercheurs;0.12
2014;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Réseaux haut débit;0.0
2014;Conseils départementaux;0;Budget R&T;;Guadeloupe;R01;;Tous objectifs;0.05
2014;Conseils régionaux;0;Budget R&T;;Guyane;R03;;Tous objectifs;0.92
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Projets de la recherche publique (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Projets de la recherche publique;0.0
2014;Collectivités territoriales;1;Budget R&T;;Martinique;R02;;Equipement de laboratoires (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Transferts de technologie;0.0
2014;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Budget non ventilé (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Tous objectifs;0.32
2014;Conseils départementaux;0;Budget R&T;;Martinique;R02;;Tous objectifs;3.32
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Martinique;R02;;Tous objectifs;0.0
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Mayotte;R06;;Tous objectifs;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Réseaux haut débit (%);0.0
2014;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Budget non ventilé (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Réseaux haut débit;0.0
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Budget non ventilé;0.0
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;XXX;France;Tous objectifs;16.38
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;50.37
2013;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Culture et information scientifique (%);1.97
2013;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;20.59
2013;Collectivités territoriales;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Opérations immobilières;14.91
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Culture et information scientifique;2.51
2013;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Equipement de laboratoires (%);6.83
2013;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Transferts de technologie (%);34.06
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Normandie;R28;;Tous objectifs;3.69
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Normandie;R28;;Tous objectifs;0.09
2013;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Culture et information scientifique (%);2.14
2013;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Projets de la recherche publique (%);22.81
2013;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Culture et information scientifique;2.05
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;17.27
2013;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Equipement de laboratoires (%);7.34
2013;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Opérations immobilières;27.6
2014;Conseils régionaux;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Tous objectifs;26.84
2014;Communes et EPCI;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Tous objectifs;7.53
2014;Collectivités territoriales;0;Budget R&T;;Île-de-France;R11;;Réseaux haut débit;0.08
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Île-de-France;R11;;Tous objectifs;21.15
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Aquitaine;R75;;Projets de la recherche publique (%);7.78
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Île-de-France;R11;;Tous objectifs;10.32
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;20.59
2014;Collectivités territoriales;1;Budget R&T;;Normandie;R28;;Projets de la recherche publique (%);10.9
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Aquitaine;R75;;Aides aux chercheurs (%);12.08
2014;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Equipement de laboratoires;7.58
2014;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Aides aux chercheurs;7.75
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Martinique;R02;;Tous objectifs;0.33
2014;Collectivités territoriales;1;Budget R&T;;Martinique;R02;;Projets de la recherche publique (%);0.0
2014;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Opérations immobilières (%);0.0
2014;Collectivités territoriales;1;Budget R&T;;Martinique;R02;;Réseaux haut débit (%);0.97
2014;Collectivités territoriales;1;Budget R&T;;Martinique;R02;;Budget non ventilé (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Budget non ventilé;0.0
2014;Conseils régionaux;0;Budget R&T;;Martinique;R02;;Tous objectifs;2.79
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Martinique;R02;;Tous objectifs;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Martinique;R02;;Tous objectifs;0.0
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Guyane;R03;;Tous objectifs;0.58
2014;Collectivités territoriales;1;Budget R&T;;Martinique;R02;;Opérations immobilières (%);44.82
2014;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Transferts de technologie (%);49.18
2014;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Equipement de laboratoires (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Opérations immobilières;3.0
2014;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Transferts de technologie;0.45
2014;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Opérations immobilières;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guyane;R03;;Tous objectifs;0.0
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Equipement de laboratoires (%);4.12
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;La Réunion;R04;;Tous objectifs;5.29
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Transferts de technologie;5.09
2014;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Equipement de laboratoires;0.1
2014;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Transferts de technologie;0.03
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Polynésie française;A41;;Tous objectifs;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;La Réunion;R04;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;7.29
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Pays de la Loire;R52;;Tous objectifs;22.93
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;2.0
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;35.79
2014;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Culture et information scientifique;2.16
2014;Collectivités territoriales;1;Budget R&T;;Guadeloupe;R01;;Projets de la recherche publique (%);3.67
2014;Conseils départementaux;0;Budget R&T;;Pays de la Loire;R52;;Tous objectifs;15.07
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guadeloupe;R01;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guadeloupe;R01;;Tous objectifs;0.0
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Guadeloupe;R01;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Nouvelle-Aquitaine;R75;;Tous objectifs;4.1
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Aquitaine;R75;;Tous objectifs;0.35
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;10.67
2014;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;14.49
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Aquitaine;R75;;Transferts de technologie (%);37.36
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Aquitaine;R75;;Réseaux haut débit (%);0.06
2014;Collectivités territoriales;1;Budget R&T;;Occitanie;R76;;Equipement de laboratoires (%);0.74
2014;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Opérations immobilières;43.43
2014;Conseils départementaux;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Tous objectifs;3.01
2014;Conseils départementaux;0;Budget R&T;;Occitanie;R76;;Tous objectifs;3.89
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);La Réunion;R04;;Tous objectifs;0.79
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;La Réunion;R04;;Tous objectifs;1.94
2014;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Equipement de laboratoires (%);2.74
2014;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Aides aux chercheurs (%);12.33
2014;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Opérations immobilières;0.22
2014;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Réseaux haut débit;0.0
2014;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Budget non ventilé;0.0
2014;Conseils départementaux;0;Budget R&T;;La Réunion;R04;;Tous objectifs;1.61
2014;Conseils régionaux;0;Budget R&T;;La Réunion;R04;;Tous objectifs;6.61
2014;Communes et EPCI;0;Budget R&T;;La Réunion;R04;;Tous objectifs;0.53
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Mayotte;R06;;Tous objectifs;1.44
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Mayotte;R06;;Tous objectifs;0.04
2014;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Culture et information scientifique;0.01
2014;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Aides aux chercheurs (%);96.85
2014;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Transferts de technologie (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Réseaux haut débit;0.0
2014;Conseils régionaux;0;Budget R&T;;Mayotte;R06;;Tous objectifs;0.32
2014;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Projets de la recherche publique (%);10.32
2014;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Culture et information scientifique;2.51
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;6.98
2014;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Opérations immobilières (%);54.86
2014;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Equipement de laboratoires;5.71
2014;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Aides aux chercheurs (%);6.34
2014;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Transferts de technologie;22.49
2014;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Tous objectifs;115.47
2014;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Budget non ventilé;0.0
2014;Conseils régionaux;0;Budget R&T;;Pays de la Loire;R52;;Tous objectifs;84.64
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Calédonie;A40;;Culture et information scientifique (%);0.27
2014;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Réseaux haut débit;0.0
2014;Communes et EPCI;0;Budget R&T;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Collectivités territoriales;0;Budget R&T;;;XXX;France;Projets de la recherche publique;120.18
2014;Collectivités territoriales;0;Budget R&T;;;XXX;France;Transferts de technologie;394.69
2014;Collectivités territoriales;0;Budget R&T;;;XXX;France;Tous objectifs;1252.54
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Culture et information scientifique;2.36
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;33.93
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;6.04
2014;Collectivités territoriales;1;Budget R&T;;Hauts-de-France;R32;;Réseaux haut débit (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Budget non ventilé;0.0
2014;Conseils départementaux;0;Budget R&T;;Hauts-de-France;R32;;Tous objectifs;3.15
2014;Communes et EPCI;0;Budget R&T;;Hauts-de-France;R32;;Tous objectifs;32.58
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Île-de-France;R11;;Tous objectifs;33.57
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Île-de-France;R11;;Tous objectifs;1.76
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Guadeloupe;R01;;Tous objectifs;2.59
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;32.05
2014;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Projets de la recherche publique;0.04
