Années;Type de collectivité;Pourcentage;Indicateurs;Indicateurs de leffort budgétaire des conseils régionaux;Régions;Codes régions;Pays;Objectifs sur budget ventilé;Valeur
2011;Collectivités territoriales;1;Budget R&T;;Nouvelle-Calédonie;A40;;Réseaux haut débit (%);1.87
2011;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Communes et EPCI;0;Budget R&T;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Collectivités territoriales;0;Budget R&T;;;XXX;France;Tous objectifs;1184.57
2011;Collectivités territoriales;0;Budget R&T;;;XXX;France;Transferts de technologie;353.07
2011;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);;XXX;France;Tous objectifs;12.34
2011;Communes et EPCI;0;Budget R&T;;;XXX;France;Tous objectifs;163.75
2011;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;;XXX;France;Tous objectifs;192.38
2011;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;;XXX;France;Tous objectifs;23.72
2011;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;XXX;France;Tous objectifs;34.41
2010;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Equipement de laboratoires;3.79
2010;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Projets de la recherche publique (%);4.92
2010;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Réseaux haut débit (%);0.0
2010;Collectivités territoriales;1;Budget R&T;;Nouvelle-Aquitaine;R75;;Equipement de laboratoires (%);7.79
2010;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Nouvelle-Aquitaine;R75;;Tous objectifs;6.12
2010;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;26.84
2010;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Aquitaine;R75;;Tous objectifs;5.42
2010;Collectivités territoriales;0;Budget R&T;;Auvergne-Rhône-Alpes;R84;;Opérations immobilières;1.6
2008;Collectivités territoriales;1;Budget R&T;;Martinique;R02;;Equipement de laboratoires (%);0.0
2008;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Culture et information scientifique;0.0
2008;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Budget non ventilé;0.0
2008;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Martinique;R02;;Tous objectifs;0.78
2008;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;0.3
2008;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;0.0
2008;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Aides aux chercheurs;0.0
2008;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Réseaux haut débit;0.0
2008;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Mayotte;R06;;Tous objectifs;0.0
2008;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Mayotte;R06;;Tous objectifs;0.0
2008;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2008;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2008;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2008;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Mayotte;R06;;Tous objectifs;0.0
2008;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Opérations immobilières;0.77
2008;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Projets de la recherche publique (%);62.58
2008;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Aides aux chercheurs (%);12.73
2008;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Transferts de technologie;0.62
2008;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Réseaux haut débit;0.02
2008;Conseils régionaux;0;Budget R&T;;La Réunion;R04;;Tous objectifs;7.11
2008;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;La Réunion;R04;;Tous objectifs;0.95
2008;Communes et EPCI;0;Budget R&T;;La Réunion;R04;;Tous objectifs;0.2
2008;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;La Réunion;R04;;Tous objectifs;0.0
2008;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;La Réunion;R04;;Tous objectifs;0.0
2008;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;La Réunion;R04;;Tous objectifs;0.0
2008;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Equipement de laboratoires (%);7.73
2008;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Projets de la recherche publique;3.49
2008;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Réseaux haut débit;0.0
2008;Conseils départementaux;0;Budget R&T;;Polynésie française;A41;;Tous objectifs;0.0
2008;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2008;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Projets de la recherche publique;3.45
2008;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Transferts de technologie;2.75
2008;Collectivités territoriales;1;Budget R&T;;Nouvelle-Calédonie;A40;;Culture et information scientifique (%);0.16
2008;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2008;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2008;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2008;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2008;Collectivités territoriales;0;Budget R&T;;;XXX;France;Aides aux chercheurs;109.84
2008;Collectivités territoriales;0;Budget R&T;;;XXX;France;Transferts de technologie;316.56
2008;Collectivités territoriales;0;Budget R&T;;;XXX;France;Réseaux haut débit;37.47
2008;Collectivités territoriales;0;Budget R&T;;;XXX;France;Culture et information scientifique;36.16
2008;Conseils régionaux;0;Budget R&T;;;XXX;France;Tous objectifs;758.55
2008;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);;XXX;France;Tous objectifs;11.76
2011;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Transferts de technologie;0.0
2011;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Culture et information scientifique (%);0.0
2011;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Budget non ventilé (%);0.0
2011;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Mayotte;R06;;Tous objectifs;0.09
2011;Communes et EPCI;0;Budget R&T;;Mayotte;R06;;Tous objectifs;0.0
2011;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2011;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Mayotte;R06;;Tous objectifs;0.0
2011;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Tous objectifs;7.29
2011;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Aides aux chercheurs (%);14.94
2011;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Transferts de technologie (%);17.46
2011;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Réseaux haut débit (%);0.48
2011;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Culture et information scientifique (%);1.17
2011;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Culture et information scientifique;0.09
2011;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;La Réunion;R04;;Tous objectifs;0.56
2011;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Transferts de technologie;0.06
2011;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Culture et information scientifique;0.03
2011;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Budget non ventilé (%);0.0
2011;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Polynésie française;A41;;Tous objectifs;0.0
2011;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Polynésie française;A41;;Tous objectifs;0.0
2011;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Opérations immobilières;0.03
2011;Conseils régionaux;0;Budget R&T;;Nouvelle-Calédonie;A40;;Tous objectifs;2.2
2011;Conseils départementaux;0;Budget R&T;;Nouvelle-Calédonie;A40;;Tous objectifs;5.5
2011;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2011;Collectivités territoriales;1;Budget R&T;;;XXX;France;Opérations immobilières (%);32.28
2011;Collectivités territoriales;0;Budget R&T;;;XXX;France;Equipement de laboratoires;108.02
2011;Collectivités territoriales;0;Budget R&T;;;XXX;France;Réseaux haut débit;24.16
2011;Collectivités territoriales;0;Budget R&T;;;XXX;France;Culture et information scientifique;34.93
2011;Conseils régionaux;0;Budget R&T;;;XXX;France;Tous objectifs;810.93
2011;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;XXX;France;Tous objectifs;175.31
2010;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Tous objectifs;29.07
2010;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Aides aux chercheurs (%);14.82
2010;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Aides aux chercheurs;4.31
2010;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Transferts de technologie (%);38.79
2010;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Réseaux haut débit;0.0
2010;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Grand Est;R44;;Tous objectifs;2.32
2010;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;9.73
2010;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;11.79
2010;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Grand Est;R44;;Tous objectifs;2.61
2010;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Grand Est;R44;;Tous objectifs;2.09
2010;Collectivités territoriales;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Tous objectifs;94.76
2010;Collectivités territoriales;1;Budget R&T;;Nouvelle-Aquitaine;R75;;Projets de la recherche publique (%);12.53
2010;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Nouvelle-Aquitaine;R75;;Tous objectifs;10.8
2010;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;34.25
2010;Collectivités territoriales;0;Budget R&T;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;12.21
2010;Collectivités territoriales;0;Budget R&T;;Auvergne-Rhône-Alpes;R84;;Equipement de laboratoires;0.79
2010;Collectivités territoriales;0;Budget R&T;;Auvergne-Rhône-Alpes;R84;;Culture et information scientifique;0.23
2010;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Auvergne-Rhône-Alpes;R84;;Tous objectifs;1.22
2010;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;3.2
2010;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;26.2
2010;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;3.2
2010;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;0.0
2010;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;0.51
2010;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;0.14
2010;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Opérations immobilières;2.2
2010;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Aides aux chercheurs;2.66
